id;name;H-index;University;;
4198;Jean-luc Martinot; Not in Google Scholar; Not in Google Scholar;;
4199;Jean-baptiste Poline; Not in Google Scholar; Not in Google Scholar;;
42;Jin Luo;17; London South Bank University;;
420;James A. Pittman; Not in Google Scholar; Not in Google Scholar;;
4200;Guillermo A. Cecchi;27; ;;
4201;Chong Wang;29; ;;
4202;Ian Stevenson;16; University of Connecticut;;
4203;Jianhui Chen;17; ;;
4204;Robert Wilson;15; University of Arizona;;
4205;Leif Finkel; Not in Google Scholar; Not in Google Scholar;;
4206;James Petterson;11; ;;
4207;Finale Doshi-velez; Not in Google Scholar; Not in Google Scholar;;
4208;David A. Knowles;18; Stanford University;;
4209;Hengshuai Yao;4; University of Alberta;;
421;Deirdre W. Wheeler; Not in Google Scholar; Not in Google Scholar;;
4210;Dongcui Diao; Not in Google Scholar; Not in Google Scholar;;
4211;Siamac Fazli;15; Fraunhofer HHI;;
4212;Cristian Grozea;16; Fraunhofer Institute FOKUS;;
4213;Marton Danoczy; Not in Google Scholar; Not in Google Scholar;;
4214;Florin Popescu;4; Dunarea de Jos University of Galati;;
4215;Peter Pham; Not in Google Scholar; Not in Google Scholar;;
4216;Yan Largman; Not in Google Scholar; Not in Google Scholar;;
4217;Marius Kloft;19; Humboldt University of Berlin;;
4218;Ulf Brefeld;20; Leuphana Universität Lüneburg;;
4219;Varun Kanade; Not in Google Scholar; Not in Google Scholar;;
422;Davi Geiger;31; New York University;;
4220;Arnak Dalalyan;18; ENSAE ParisTech;;
4221;Renaud Keriven;37; ;;
4222;Lei Wu;13; University of Strathclyde;;
4223;Steven C. Hoi; Not in Google Scholar; Not in Google Scholar;;
4224;Nenghai Yu;31; University of Science and Technology of China;;
4225;Gunhee Kim;17; Seoul National University;;
4226;Andrew Frank;52; TU Wien;;
4227;George Konidaris;22; Brown;;
4228;Wei Bian; Not in Google Scholar; Not in Google Scholar;;
4229;Dacheng Tao;84; University of Sydney;;
423;Federico Girosi;47; ;;
4230;Yi-hao Kao; Not in Google Scholar; Not in Google Scholar;;
4231;Marco Grzegorczyk;13; Groningen University;;
4232;Dirk Husmeier; Not in Google Scholar; Not in Google Scholar;;
4233;Cyril Goutte;31; National Research Council;;
4234;Dennis Strelow; Not in Google Scholar; Not in Google Scholar;;
4235;Guillaume Bouchard;20; University College London;;
4236;Eric Garcia;40; ;;
4237;Maya Gupta;25; ;;
4238;Edward Keefer;18; ;;
4239;Yongxin Xi;5; ;;
424;William Bialek;61; Princeton University;;
4240;Uri Hasson;35; Princeton University;;
4241;Peter J. Ramadge;35; Princeton University;;
4242;Zhen J. Xiang; Not in Google Scholar; Not in Google Scholar;;
4243;Odalric Maillard; Not in Google Scholar; Not in Google Scholar;;
4244;Peter Spirtes; Not in Google Scholar; Not in Google Scholar;;
4245;Jonathan Chang;19; Facebook;;
4246;Sean Gerrish;9; ;;
4247;J?rg L?cke; Not in Google Scholar; Not in Google Scholar;;
4248;Marc Henniges; Not in Google Scholar; Not in Google Scholar;;
4249;Chun-nan Hsu; Not in Google Scholar; Not in Google Scholar;;
425;Fred Rieke;46; University of Washington;;
4250;Yu-ming Chang; Not in Google Scholar; Not in Google Scholar;;
4251;Hanshen Huang; Not in Google Scholar; Not in Google Scholar;;
4252;Yuh-jye Lee; Not in Google Scholar; Not in Google Scholar;;
4253;Shijun Wang; Not in Google Scholar; Not in Google Scholar;;
4254;Yang Zhou;12; Georgia Institute of Technology;;
4255;Arvind Ganesh;15; Google;;
4256;Shankar Rao;13; HRL Laboratories;;
4257;Yigang Peng; Not in Google Scholar; Not in Google Scholar;;
4258;Uri Shalit;9; ;;
4259;Varun Sharma; Not in Google Scholar; Not in Google Scholar;;
426;Robert R. de Ruyter van Steveninck; Not in Google Scholar; Not in Google Scholar;;
4260;Xiaolin Yang;0; ;;
4261;Dilip Krishnan;16; Google;;
4262;Wei Chen;58; University of Edinburgh;;
4263;Yanyan Lan;16; ;;
4264;Zhi-ming Ma; Not in Google Scholar; Not in Google Scholar;;
4265;Anthony M. So;23; Chinese University of Hong Kong;;
4266;Zhenguo Li; Not in Google Scholar; Not in Google Scholar;;
4267;Shuo-yen R. Li; Not in Google Scholar; Not in Google Scholar;;
4268;Samuel Gershman;25; Harvard University;;
4269;Ed Vul; Not in Google Scholar; Not in Google Scholar;;
427;David Warland;17; UC Davis;;
4270;Marc Lanctot;14; Google;;
4271;Samuel R. Bul?; Not in Google Scholar; Not in Google Scholar;;
4272;Mladen Kolar;16; ;;
4273;Josef Sivic;45; Ecole Normale Superieure;;
4274;Bill Freeman; Not in Google Scholar; Not in Google Scholar;;
4275;Richard Socher;28; Stanford;;
4276;Per Sederberg;22; University of Virginia;;
4277;Kenneth Norman;36; Princeton University;;
4278;Adler J. Perotte;13; Columbia University;;
4279;Joel Veness;14; Google;;
428;Yosef Rinott;26; ;;
4280;David Silver;31; Google;;
4281;Alan Blair;17; University of New South Wales;;
4282;Manqi Zhao;9; Google Inc;;
4283;Venkatesh Saligrama;37; Boston University;;
4284;Christos Boutsidis;18; ;;
4285;Petros Drineas;39; Purdue University;;
4286;Michael W. Mahoney;38; UC Berkeley;;
4287;Kai-min Chang; Not in Google Scholar; Not in Google Scholar;;
4288;Yicong Meng; Not in Google Scholar; Not in Google Scholar;;
4289;Brent Miller; Not in Google Scholar; Not in Google Scholar;;
429;Charles Stein; Not in Google Scholar; Not in Google Scholar;;
4290;Pernille Hemmer;9; Rutgers University;;
4291;Feng Zhou;60; ;;
4292;Yuanahao Chen; Not in Google Scholar; Not in Google Scholar;;
4293;Benjamin V. Durme;27; Johns Hopkins University;;
4294;Ashwin Lall;12; Denison University;;
4295;Harold Pashler;79; University of California, San Diego;;
4296;Nicholas Cepeda; Not in Google Scholar; Not in Google Scholar;;
4297;Robert V. Lindsey;11; Not in Google Scholar;;
4298;Jake Bouvrie;13; Massachusetts Institute of Technology;;
4299;Henning Sprekeler;14; Technische Universität Berlin;;
43;Carver Mead; Not in Google Scholar; Not in Google Scholar;;
430;Michael C. Crair;32; Yale University;;
4300;Guillaume Hennequin;6; University of Cambridge;;
4301;Tat-jun Chin; Not in Google Scholar; Not in Google Scholar;;
4302;Hanzi Wang;29; Xiamen University;;
4303;David Suter;37; University of Adelaide;;
4304;Daniel Cavagnaro;9; ;;
4305;Jay Myung;29; Ohio State University;;
4306;Peter Orbanz;9; Columbia University;;
4307;Amarnag Subramanya;20; ;;
4308;Kwang I. Kim;91; University of Nevada, Las Vegas;;
4309;Bing Bai;8; St. Jude Children's Research Hospital;;
431;Kai-Yeung Siu; Not in Google Scholar; Not in Google Scholar;;
4310;David Grangier; Not in Google Scholar; Not in Google Scholar;;
4311;Kunihiko Sadamasa; Not in Google Scholar; Not in Google Scholar;;
4312;Yanjun Qi;23; Carnegie Mellon Univ;;
4313;Jong K. Kim; Not in Google Scholar; Not in Google Scholar;;
4314;Seungjin Choi;38; Pohang University of Science and Technology;;
4315;Menachem Fromer;29; Mount Sinai School of Medicine;;
4316;Tomer Ullman;8; MIT;;
4317;Owen Macindoe; Not in Google Scholar; Not in Google Scholar;;
4318;Owain Evans;4; University of Oxford;;
4319;Andreas Bartels;29; ;;
432;Alex Chernajvsky; Not in Google Scholar; Not in Google Scholar;;
4320;Jacquelyn A. Shelton;5; Technical University Berlin;;
4321;Marcel V. Gerven;22; Radboud University;;
4322;Botond Cseke;8; ;;
4323;Robert Oostenveld;53; ;;
4324;Andrew Guillory; Not in Google Scholar; Not in Google Scholar;;
4325;Raman Arora; Not in Google Scholar; Not in Google Scholar;;
4326;Gholamreza Haffari;16; Monash University;;
4327;Michael Br?ckner; Not in Google Scholar; Not in Google Scholar;;
4328;Marius Leordeanu;20; Institute of Mathematics of the Romanian Academy;;
4329;Yusuke Fujiwara; Not in Google Scholar; Not in Google Scholar;;
433;Gintaras V. Reklaitis; Not in Google Scholar; Not in Google Scholar;;
4330;Yukiyasu Kamitani;25; Kyoto University;;
4331;Ruofei Zhang;26; Microsoft;;
4332;Jianchang Mao;34; ;;
4333;Barbara Caputo;40; University of Rome La Sapienza;;
4334;Anne Hsu;17; ;;
4335;Kiyohito Nagano; Not in Google Scholar; Not in Google Scholar;;
4336;Raghu Meka;18; ;;
4337;Bryan Conroy;6; ;;
4338;Ben Singer; Not in Google Scholar; Not in Google Scholar;;
4339;James Haxby;104; Dartmouth College;;
434;Athanasios G. Tsirukis; Not in Google Scholar; Not in Google Scholar;;
4340;Tianshi Gao;8; Stanford University;;
4341;Tetsuro Morimura;8; ;;
4342;Eiji Uchibe;19; ;;
4343;Junichiro Yoshimoto; Not in Google Scholar; Not in Google Scholar;;
4344;Arthur Choi;16; UCLA;;
4345;Samory Kpotufe; Not in Google Scholar; Not in Google Scholar;;
4346;Zhirong Yang;15; Aalto University;;
4347;Bryan R. Gibson;5; University of Utah;;
4348;Timothy T. Rogers;35; University of Wisconsin-Madison;;
4349;Tao Hu;21; Central South University, Changsha;;
435;Xiru Zhang; Not in Google Scholar; Not in Google Scholar;;
4350;Anthony Leonardo;15; HHMI;;
4351;Takeshi Yamada;11; Australian National University;;
4352;Ben White;24; ;;
4353;Jozsef Fiser; Not in Google Scholar; Not in Google Scholar;;
4354;Raghunandan Keshavan;7; Stanford Univeristy;;
4355;Andrea Montanari;48; Stanford University;;
4356;Sewoong Oh; Not in Google Scholar; Not in Google Scholar;;
4357;Wu-jun Li; Not in Google Scholar; Not in Google Scholar;;
4358;Yusuke Watanabe;5; ;;
4359;Aleksandrs Slivkins; Not in Google Scholar; Not in Google Scholar;;
436;Michael McKenna;36; ;;
4360;Nina Mishra; Not in Google Scholar; Not in Google Scholar;;
4361;Lei Shi;7; ;;
4362;Mikkel Schmidt;20; Technical University of Denmark;;
4363;Steven Scholte; Not in Google Scholar; Not in Google Scholar;;
4364;Victor Lamme;54; ;;
4365;Peilin Zhao;20; ;;
4366;Feng Yan;16; University of Alabama;;
4367;Ningyi Xu; Not in Google Scholar; Not in Google Scholar;;
4368;Hamed Pirsiavash;18; UMBC;;
4369;Ian Goodfellow;29; Google;;
437;Jill P. Mesirov; Not in Google Scholar; Not in Google Scholar;;
4370;Andrew Saxe;10; Harvard University;;
4371;Benjamin Culpepper; Not in Google Scholar; Not in Google Scholar;;
4372;Laura Dietz;11; University of New Hampshire;;
4373;Valentin Dallmeier; Not in Google Scholar; Not in Google Scholar;;
4374;Andreas Zeller;52; Saarland University;;
4375;Ruben Coen-cagli; Not in Google Scholar; Not in Google Scholar;;
4376;Parikshit Ram;11; Georgia Institute of Technology;;
4377;William March;9; University of Texas at Austin;;
4378;Barry Chai; Not in Google Scholar; Not in Google Scholar;;
4379;Sanja Fidler;30; University of Toronto;;
438;David L. Waltz; Not in Google Scholar; Not in Google Scholar;;
4380;Marko Boben; Not in Google Scholar; Not in Google Scholar;;
4381;Ales Leonardis;42; ;;
4382;Vijay Desai;5; NITK Surathkal;;
4383;Vivek Farias;18; Massachusetts Institute of Technology;;
4384;Jean Honorio;13; ;;
4385;Zahi Karam; Not in Google Scholar; Not in Google Scholar;;
4386;Douglas Sturim;19; ;;
4387;Guang Dai; Not in Google Scholar; Not in Google Scholar;;
4388;Masayuki Karasuyama; Not in Google Scholar; Not in Google Scholar;;
4389;Ichiro Takeuchi;50; University of Maryland;;
439;Michael J. Carter;7; Queen's University;;
4390;Jaakko Luttinen;6; Aalto University;;
4391;Jarno Vanhatalo;11; University of Helsinki;;
4392;Pasi Jyl?nki; Not in Google Scholar; Not in Google Scholar;;
4393;Aki Vehtari;28; Aalto University;;
4394;Shobha Venkataraman;11; ;;
4395;Dawn Song;90; UC Berkeley;;
4396;Subhabrata Sen; Not in Google Scholar; Not in Google Scholar;;
4397;Oliver Spatscheck; Not in Google Scholar; Not in Google Scholar;;
4398;Mario Fritz;30; Max Planck Institute for Informatics;;
4399;Sergey Karayev;9; Berkeley;;
44;James Hutchinson; Not in Google Scholar; Not in Google Scholar;;
440;Franklin J. Rudolph;1; ;;
4400;Pushmeet Kohli;51; ;;
4401;Yao-liang Yu; Not in Google Scholar; Not in Google Scholar;;
4402;Yuxi Li; Not in Google Scholar; Not in Google Scholar;;
4403;Ragesh Jaiswal; Not in Google Scholar; Not in Google Scholar;;
4404;Nino Shervashidze; Not in Google Scholar; Not in Google Scholar;;
4405;Chenghui Cai; Not in Google Scholar; Not in Google Scholar;;
4406;Nan Ye;10; Queensland University of Technology;;
4407;Dan Wu;7; Johns Hopkins University;;
4408;Chonghai Hu; Not in Google Scholar; Not in Google Scholar;;
4409;Weike Pan;14; Shenzhen University;;
441;Adam J. Nucci; Not in Google Scholar; Not in Google Scholar;;
4410;Liwei Wang;8; UIUC;;
4411;Jose A. Pereira; Not in Google Scholar; Not in Google Scholar;;
4412;Joseph Schlecht;7; University of Heidelberg;;
4413;Kobus Barnard;36; University of Arizona;;
4414;Sara Shanian; Not in Google Scholar; Not in Google Scholar;;
4415;John Lim; Not in Google Scholar; Not in Google Scholar;;
4416;Matthew King; Not in Google Scholar; Not in Google Scholar;;
4417;Firas Hamze; Not in Google Scholar; Not in Google Scholar;;
4418;Liam M. Dermed; Not in Google Scholar; Not in Google Scholar;;
4419;Arkadas Ozakin; Not in Google Scholar; Not in Google Scholar;;
442;Donald B. Malkoff; Not in Google Scholar; Not in Google Scholar;;
4420;Emtiyaz Khan; Not in Google Scholar; Not in Google Scholar;;
4421;George Alvarez;36; Harvard University;;
4422;Amir Leshem;24; Bar-Ilan University;;
4423;Alessandro Perina;20; Microsoft Corporation;;
4424;Marco Cristani;32; Università degli Studi di Verona;;
4425;Umberto Castellani;25; University of Verona;;
4426;Wenming Zheng;20; Southeast University;;
4427;Marine Depecker; Not in Google Scholar; Not in Google Scholar;;
4428;Matthew Urry; Not in Google Scholar; Not in Google Scholar;;
4429;Camille Coti;10; Université Paris 13;;
443;Philip J. Holmes; Not in Google Scholar; Not in Google Scholar;;
4430;Natasha Singh-miller; Not in Google Scholar; Not in Google Scholar;;
4431;Kurt Miller; Not in Google Scholar; Not in Google Scholar;;
4432;Kaizhu Huang;23; Xi'an Jiaotong Liverpool University;;
4433;Nick Chater; Not in Google Scholar; Not in Google Scholar;;
4434;Ameet Talwalkar;23; ;;
4435;Mingyuan Zhou;17; University of Texas at Austin;;
4436;Haojun Chen; Not in Google Scholar; Not in Google Scholar;;
4437;John W. Paisley;20; Columbia University;;
4438;Francois Caron; Not in Google Scholar; Not in Google Scholar;;
4439;David M. Mimno;23; Cornell University;;
444;Jakub Wejchert; Not in Google Scholar; Not in Google Scholar;;
4440;Hanna M. Wallach;16; ;;
4441;Jing Gao;35; SUNY at Buffalo;;
4442;Wei Fan;31; University of Massachusetts Amhers;;
4443;Yizhou Sun;30; UCLA;;
4444;Jiawei Han;153; University of Illinois;;
4445;Martin Allen;17; University of Canterbury;;
4446;Chunxiao Zhou;5; ;;
4447;Huixia J. Wang;18; George Washington University;;
4448;Yongmei M. Wang;26; University of Memphis;;
4449;Roy Anati;3; University of Pennsylvania;;
445;Kamil A. Grajski; Not in Google Scholar; Not in Google Scholar;;
4450;Kostas Daniilidis;46; University of Pennsylvania;;
4451;Hua Ouyang;9; Yahoo Labs;;
4452;Ricardo Henao;14; Duke University;;
4453;James S. Bergstra;23; ;;
4454;Jian Peng;25; University of Illinois at Urbana-Champaign;;
4455;Liefeng Bo;38; ;;
4456;Jinbo Xu;30; ;;
4457;Matthew Wilder; Not in Google Scholar; Not in Google Scholar;;
4458;Ye Chen;8; University of Washington;;
4459;Michael Kapralov; Not in Google Scholar; Not in Google Scholar;;
446;Michael Merzenich;112; ;;
4460;John Canny;70; University of California, Berkeley;;
4461;An?bal Figueiras-Vidal; Not in Google Scholar; Not in Google Scholar;;
4462;Miguel L?zaro-Gredilla; Not in Google Scholar; Not in Google Scholar;;
4463;Grzegorz Swirszcz;12; ;;
4464;Naoki Abe; Not in Google Scholar; Not in Google Scholar;;
4465;Fen Xia; Not in Google Scholar; Not in Google Scholar;;
4466;Saketha N. Jagarlapudi; Not in Google Scholar; Not in Google Scholar;;
4467;Dinesh G; Not in Google Scholar; Not in Google Scholar;;
4468;Raman S; Not in Google Scholar; Not in Google Scholar;;
4469;Aharon Ben-tal; Not in Google Scholar; Not in Google Scholar;;
447;Dun-Sung Tang; Not in Google Scholar; Not in Google Scholar;;
4470;Ramakrishnan K.r.; Not in Google Scholar; Not in Google Scholar;;
4471;Ryan Mcdonald; Not in Google Scholar; Not in Google Scholar;;
4472;Nathan Silberman;9; ;;
4473;Dan Walker; Not in Google Scholar; Not in Google Scholar;;
4474;Gideon S. Mann;22; Bloomberg LP;;
4475;Lin Xiao;32; ;;
4476;Tom Ouyang; Not in Google Scholar; Not in Google Scholar;;
4477;Randall Davis;8; Southern Illinois University;;
4478;Wolf Vanpaemel; Not in Google Scholar; Not in Google Scholar;;
4479;Kevin Briggman; Not in Google Scholar; Not in Google Scholar;;
448;Christopher G. Atkeson; Not in Google Scholar; Not in Google Scholar;;
4480;Winfried Denk;76; ;;
4481;Moritz N. Helmstaedter;29; Max Planck Institute for Brain Research;;
4482;Srinivas C. Turaga; Not in Google Scholar; Not in Google Scholar;;
4483;Xi Chen;50; Columbia University;;
4484;Jacob Bien;10; Cornell University;;
4485;Ya Xu;18; Institute of geology and geophysics, Chinese Academy of Sciences;;
4486;Agnes Radl; Not in Google Scholar; Not in Google Scholar;;
4487;Chris Barber; Not in Google Scholar; Not in Google Scholar;;
4488;Paul Roebber; Not in Google Scholar; Not in Google Scholar;;
4489;Christopher Zach; Not in Google Scholar; Not in Google Scholar;;
449;Ben P. Yuhas; Not in Google Scholar; Not in Google Scholar;;
4490;Marc Pollefeys;72; ETH Zurich;;
4491;Andrey Bernstein;9; National Renewable Energy Laboratory;;
4492;Nahum Shimkin;24; Technion;;
4493;Bo Liu;14; ;;
4494;Chris Meek; Not in Google Scholar; Not in Google Scholar;;
4495;Sylvain Chevallier;8; UVSQ;;
4496;H?l\`ene Paugam-moisy; Not in Google Scholar; Not in Google Scholar;;
4497;Michele Sebag; Not in Google Scholar; Not in Google Scholar;;
4498;Anastasios Zouzias;11; University of Toronto;;
4499;Scott Kuindersma;14; Harvard University;;
45;William Y. Huang;25; Not in Google Scholar;;
450;Moise H. Goldstein Jr.; Not in Google Scholar; Not in Google Scholar;;
4500;Chuck Kalish; Not in Google Scholar; Not in Google Scholar;;
4501;Joseph Harrison;12; University of North Carolina;;
4502;Xiubo Geng;6; ;;
4503;Armand Joulin;20; Facebook;;
4504;William Brendel;7; ;;
4505;Sinisa Todorovic;31; Oregon State University;;
4506;Emile Richard;9; Stanford;;
4507;Nicolas Baskiotis;9; LIP6;;
4508;Ramesh Sridharan; Not in Google Scholar; Not in Google Scholar;;
4509;Raquel Urtasun;53; University of Toronto;;
451;Robert E. Jenkins; Not in Google Scholar; Not in Google Scholar;;
4510;Remi Cuingnet;11; ;;
4511;Marie Chupin; Not in Google Scholar; Not in Google Scholar;;
4512;Habib Benali; Not in Google Scholar; Not in Google Scholar;;
4513;Olivier Colliot;32; ;;
4514;Joscha Schmiedt;6; ;;
4515;Christian Albers;4; Universität Bremen;;
4516;Sergey Levine;28; UC Berkeley;;
4517;Zoran Popovic;48; University of Washington;;
4518;Vladlen Koltun;39; Intel;;
4519;Ofer Meshi;10; Google;;
452;Ira Smotroff; Not in Google Scholar; Not in Google Scholar;;
4520;Tang Jie;48; Tsinghua University;;
4521;Bo Thiesson; Not in Google Scholar; Not in Google Scholar;;
4522;Nikos Karampatziakis;9; Microsoft;;
4523;Fuxin Li;21; Oregon State University;;
4524;Nan Ding;13; Google;;
4526;Taehwan Kim;6; University of New South wales;;
4527;Andrew Goldberg;59; ;;
4528;Junming Xu; Not in Google Scholar; Not in Google Scholar;;
4529;Bela Frigyik;10; University of Pécs;;
453;Jonathan Bachrach; Not in Google Scholar; Not in Google Scholar;;
4530;Yihua Chen;6; University of Washington;;
4531;Shibin Parameswaran; Not in Google Scholar; Not in Google Scholar;;
4532;Min Yang;6; ;;
4533;Martha White;10; University of Alberta;;
4534;He Wang;9; Purdue University;;
4535;George Papandreou;17; ;;
4536;Yanjun Han;7; Stanford University;;
4537;Qing Tao; Not in Google Scholar; Not in Google Scholar;;
4538;Jue Wang;31; ;;
4539;Matthias Broecheler; Not in Google Scholar; Not in Google Scholar;;
454;Bernhard E. Boser;51; UC Berkeley;;
4540;Lise Getoor;59; University of California, Santa Cruz;;
4541;Paolo Viappiani;14; LIP6;;
4542;Frank Dondelinger;9; ;;
4543;Sophie Lebre; Not in Google Scholar; Not in Google Scholar;;
4544;Chang Su; Not in Google Scholar; Not in Google Scholar;;
4545;Sargur Srihari;59; University at Buffalo;;
4546;Katherine Demuth; Not in Google Scholar; Not in Google Scholar;;
4547;Bevan Jones; Not in Google Scholar; Not in Google Scholar;;
4548;Mohammad E. Khan;3; ;;
4549;Tungyou Lin; Not in Google Scholar; Not in Google Scholar;;
455;Sherif M. Botros; Not in Google Scholar; Not in Google Scholar;;
4550;Alan Lee;16; ;;
4551;Luminita Vese; Not in Google Scholar; Not in Google Scholar;;
4552;Danny Bickson;20; ;;
4553;Yi-da Wu; Not in Google Scholar; Not in Google Scholar;;
4554;Shi-jie Lin; Not in Google Scholar; Not in Google Scholar;;
4555;Yang Xu;6; ;;
4556;Yangqing Jia;25; ;;
4557;Mathieu Salzmann;28; EPFL;;
4558;Kun Gai; Not in Google Scholar; Not in Google Scholar;;
4559;Guangyun Chen; Not in Google Scholar; Not in Google Scholar;;
4560;Kamiya Motwani; Not in Google Scholar; Not in Google Scholar;;
4561;Nagesh Adluru;18; University of Wisconsin-Madison;;
4562;Chris Hinrichs;9; ;;
4563;Andrew Alexander;60; University of Wisconsin;;
4564;Ali Shojaie; Not in Google Scholar; Not in Google Scholar;;
4565;George Michailidis;39; ;;
4566;Sanjoy Mitter; Not in Google Scholar; Not in Google Scholar;;
4567;Issei Sato; Not in Google Scholar; Not in Google Scholar;;
4568;Hiroshi Nakagawa; Not in Google Scholar; Not in Google Scholar;;
4569;Dmitry Pechyony;11; Microsoft;;
457;Stephen M. Omohundro; Not in Google Scholar; Not in Google Scholar;;
4570;Tom Claassen;7; Radboud University Nijmegen;;
4571;Lev Reyzin;14; UIC;;
4572;America Chambers; Not in Google Scholar; Not in Google Scholar;;
4573;Hado V. Hasselt;16; Google;;
4574;Rodolphe Jenatton; Not in Google Scholar; Not in Google Scholar;;
4575;Kathryn Roeder;66; Carnegie Mellon University;;
4576;Felipe Gerhard;5; ;;
4577;Anand Singh;4; Universiti Sains Malaysia, Penang;;
4578;Pierre Magistretti;87; King Abdullah University of Science and Technology;;
4579;Bruno Weber; Not in Google Scholar; Not in Google Scholar;;
458;Klaus Obermayer; Not in Google Scholar; Not in Google Scholar;;
4580;Mauricio Araya;5; UTFSM;;
4581;Olivier Buffet; Not in Google Scholar; Not in Google Scholar;;
4582;Vincent Thomas;25; ;;
4583;Fran?cois Charpillet; Not in Google Scholar; Not in Google Scholar;;
4584;Sofia Mosci; Not in Google Scholar; Not in Google Scholar;;
4585;Silvia Villa; Not in Google Scholar; Not in Google Scholar;;
4586;Alessandro Verri; Not in Google Scholar; Not in Google Scholar;;
4587;Paul Mckeigue; Not in Google Scholar; Not in Google Scholar;;
4588;Jon Krohn;5; University of Oxford;;
4589;Alex Strehl; Not in Google Scholar; Not in Google Scholar;;
459;Helge Ritter;54; Bielefeld University;;
4590;Meritxell Vinyals;11; CEA;;
4591;Jes\'us Cerquides; Not in Google Scholar; Not in Google Scholar;;
4592;Alessandro Farinelli;24; University of Verona;;
4593;Juan A. Rodr?guez-aguilar; Not in Google Scholar; Not in Google Scholar;;
4594;Yariv Maron; Not in Google Scholar; Not in Google Scholar;;
4595;Michael James;1; Eastman Chemical;;
4596;Surya Ganguli; Not in Google Scholar; Not in Google Scholar;;
4597;Kritika Muralidharan; Not in Google Scholar; Not in Google Scholar;;
4598;Jaldert Rombouts; Not in Google Scholar; Not in Google Scholar;;
4599;Zhaonan Sun;4; ;;
46;Richard P. Lippmann;47; ;;
460;Klaus Schulten;144; University of Illinois at Urbana-Champaign;;
4600;Nawanol Ampornpunt; Not in Google Scholar; Not in Google Scholar;;
4601;Manik Varma;22; ;;
4602;Gilbert Leung;3; ;;
4603;Kostas Tsioutsiouliklis;14; Yahoo! Labs;;
4604;Atsushi Miyamae; Not in Google Scholar; Not in Google Scholar;;
4605;Yuichi Nagata;17; Tokushima University;;
4606;Isao Ono; Not in Google Scholar; Not in Google Scholar;;
4607;Shigenobu Kobayashi; Not in Google Scholar; Not in Google Scholar;;
4608;Feiping Nie;47; ;;
4609;Heng Huang;36; University of Pittsburgh;;
461;Stephen H. Lane;31; University College Cork;;
4610;Xiao Cai;11; ;;
4611;Elaine Corbett;5; ;;
4612;Eric Perreault;30; Northwestern University;;
4613;Wei Wang;47; UCLA;;
4614;Sebastian Millner; Not in Google Scholar; Not in Google Scholar;;
4615;Andreas Gr?bl; Not in Google Scholar; Not in Google Scholar;;
4616;Marc-olivier Schwartz; Not in Google Scholar; Not in Google Scholar;;
4617;Fabian L. Wauthier; Not in Google Scholar; Not in Google Scholar;;
4618;Yu Zhang;11; University of California, Santa Cruz;;
4619;Niels Landwehr;14; University of Potsdam;;
462;Marshall Flax; Not in Google Scholar; Not in Google Scholar;;
4620;Hongbo Zhou; Not in Google Scholar; Not in Google Scholar;;
4621;Qiang Cheng;16; ;;
4622;Congcong Li;12; University of California, Berkeley;;
4623;Adarsh Kowdle;10; ;;
4624;Tsuhan Chen;59; Nanyang Technological University;;
4625;Andrew Gelfand; Not in Google Scholar; Not in Google Scholar;;
4626;Yutian Chen;9; ;;
4627;Laurens Maaten;26; ;;
4628;Hirsch Michael; Not in Google Scholar; Not in Google Scholar;;
4629;Li-jia Li; Not in Google Scholar; Not in Google Scholar;;
463;David Handelman;28; University of Ottawa;;
4630;Hao Su;18; UCSD;;
4631;Abhishek Kumar;9; ;;
4632;Avishek Saha;10; University of Utah;;
4633;Vibhav Gogate;19; University of Texas at Dallas;;
4634;William Webb;27; ;;
4635;Daniel Lowd;16; University of Oregon;;
4636;Leonid Karlinsky;5; Weizmann Institute of Science;;
4637;Michael Dinerstein;4; Weizmann Institute of Science;;
4638;Ji Liu;15; University of Rochester;;
4639;Peter Wonka;35; Arizona State University;;
464;Jack Gelfand; Not in Google Scholar; Not in Google Scholar;;
4640;Kaiming Li;23; ;;
4641;Lei Guo;14; Boston University;;
4642;Carlos Faraco; Not in Google Scholar; Not in Google Scholar;;
4643;Dajiang Zhu;19; University of Southern California;;
4644;Fan Deng;9; University of Georgia;;
4645;Tuo Zhang; Not in Google Scholar; Not in Google Scholar;;
4646;Xi Jiang;16; University of Georgia;;
4647;Degang Zhang; Not in Google Scholar; Not in Google Scholar;;
4648;Hanbo Chen;14; University of Georgia;;
4649;Xintao Hu; Not in Google Scholar; Not in Google Scholar;;
465;Ernst Niebur;35; Johns Hopkins University;;
4650;Steve Miller;48; Clemson University;;
4651;Tianming Liu;34; University of Georgia;;
4652;Francesco Orabona;25; ;;
4653;Konrad Rawlik;7; University of Edinburgh;;
4654;Shaul Druckmann; Not in Google Scholar; Not in Google Scholar;;
4655;Diane Hu; Not in Google Scholar; Not in Google Scholar;;
4656;Sorin Lerner;25; UC San Diego;;
4657;Uwe Dick; Not in Google Scholar; Not in Google Scholar;;
4658;Peter Haider; Not in Google Scholar; Not in Google Scholar;;
4659;Thomas Vanck; Not in Google Scholar; Not in Google Scholar;;
466;Daniel L. Ruderman; Not in Google Scholar; Not in Google Scholar;;
4660;Ariel Kleiner; Not in Google Scholar; Not in Google Scholar;;
4661;Peter Stobbe; Not in Google Scholar; Not in Google Scholar;;
4662;Deqing Sun;15; ;;
4663;Sivan Sabato;13; Ben Gurion University of the Negev;;
