id;name;H-index;University;;
8717;Marcel van Gerven;22; Radboud University;;
8718;Bryant Chen;4; UCLA;;
8719;Antoine Desir;4; Columbia University;;
8720;Vineet Goyal;15; Columbia University;;
8721;Danny Segev; Not in Google Scholar; Not in Google Scholar;;
8722;Xinan Wang; Not in Google Scholar; Not in Google Scholar;;
8723;Tolga Bolukbasi;5; Boston University;;
8724;Kai-Wei Chang;18; ;;
8725;Adam T. Kalai;31; ;;
8726;Lin Chen;5; Amazon;;
8727;Forrest W. Crawford;11; Yale University;;
8728;David Szepesvari; Not in Google Scholar; Not in Google Scholar;;
8729;Ankit B. Patel;9; Rice University;;
8730;Minh Tan Nguyen; Not in Google Scholar; Not in Google Scholar;;
8731;Karthik Narasimhan;7; Massachusetts Institute of Technology;;
8732;Himabindu Lakkaraju;9; Stanford University;;
8733;Yong Ren;9; Institute of Plasma Physics, Chinese Academy of Sciences;;
8734;Thibaut Horel; Not in Google Scholar; Not in Google Scholar;;
8735;Chien-Ju Ho;12; Washington University in St. Louis;;
8736;Antoine Gautier;5; University of Basel;;
8737;Quynh N. Nguyen;3; Saarland University;;
8738;Maxime Sangnier;2; University Pierre et Marie Curie;;
8739;Florence d'Alch?-Buc; Not in Google Scholar; Not in Google Scholar;;
8740;Necdet Serhat Aybat;9; Penn State University;;
8741;Erfan Yazdandoost Hamedani; Not in Google Scholar; Not in Google Scholar;;
8742;matt zhang; Not in Google Scholar; Not in Google Scholar;;
8743;Peng Lin;17; Central South University;;
8744;Ting Guo; Not in Google Scholar; University of Maryland;;
8745;Fang Chen;18; Chalmers tekniska högskola;;
8746;Kameron D. Harris; Not in Google Scholar; Not in Google Scholar;;
8747;Stefan Mihalas;18; Allen Institute for Brain Science;;
8748;Eric Shea-Brown;27; University of Washington;;
8749;Felix X. Yu;12; Google;;
875;Douglas Kerns; Not in Google Scholar; Not in Google Scholar;;
8750;Daniel N. Holtmann-Rice; Not in Google Scholar; Not in Google Scholar;;
8751;Pedro A. Ortega;13; Google;;
8752;Feng Nan;4; Boston University;;
8753;Konstantinos Bousmalis;8; Google, Inc;;
8754;George Trigeorgis;7; Imperial College London;;
8755;Jialian Li; Not in Google Scholar; Not in Google Scholar;;
8756;Yucen Luo; Not in Google Scholar; Not in Google Scholar;;
8757;Theodore Bluche; Not in Google Scholar; Not in Google Scholar;;
8758;Shizhong Han; Not in Google Scholar; Not in Google Scholar;;
8759;Zibo Meng; Not in Google Scholar; Not in Google Scholar;;
876;Genevieve B. Orr; Not in Google Scholar; Not in Google Scholar;;
8760;AHMED-SHEHAB KHAN; Not in Google Scholar; Not in Google Scholar;;
8761;Yan Tong;15; University of South Carolina;;
8762;Aditya Grover; Not in Google Scholar; Not in Google Scholar;;
8763;Ting-Yu Cheng; Not in Google Scholar; Not in Google Scholar;;
8764;Guiguan Lin; Not in Google Scholar; Not in Google Scholar;;
8765;xinyang gong; Not in Google Scholar; Not in Google Scholar;;
8766;Kang-Jun Liu; Not in Google Scholar; Not in Google Scholar;;
8767;Shan-Hung Wu;17; National Tsing Hua University;;
8768;Ruiyu Li; Not in Google Scholar; Not in Google Scholar;;
8769;Aryan Mokhtari;10; UC Berkeley;;
877;J?rgen Hollatz; Not in Google Scholar; Not in Google Scholar;;
8770;Hadi Daneshmand; Not in Google Scholar; Not in Google Scholar;;
8771;Alejandro Ribeiro;31; University of Pennsylvania;;
8772;Jason E. Weston;70; Facebook;;
8773;Jin Lu;11; Washington University in St. Louis;;
8774;Guannan Liang; Not in Google Scholar; Not in Google Scholar;;
8775;Sara Magliacane;6; Vrije Universiteit Amsterdam;;
8776;Damien Scieur;1; INRIA;;
8777;Yizhi Wang;2; Virginia Tech;;
8778;Kira Poskanzer; Not in Google Scholar; Not in Google Scholar;;
8779;Yue Wang;13; Nanyang Technological University, Singapore;;
878;Edward Stern; Not in Google Scholar; Not in Google Scholar;;
8780;Lin Tian;6; University of California, Davis;;
8781;Guoqiang Yu;15; Virginia Tech;;
8782;Stefan Lee;8; Virginia Tech;;
8783;Senthil Purushwalkam Shiva Prakash; Not in Google Scholar; Not in Google Scholar;;
8784;Michael Cogswell;7; Virginia Tech;;
8785;Viresh Ranjan;3; Virginia Tech;;
8786;David Crandall;28; Indiana University;;
8787;Farshad Lahouti;16; California Institute of Technology;;
8788;Timothy Rubin;4; ;;
8789;Tal Yarkoni;29; University of Texas at Austin;;
879;Ad Aertsen;65; University of Freiburg;;
8790;Casper Kaae S?nderby; Not in Google Scholar; Not in Google Scholar;;
8791;Lars Maal?e; Not in Google Scholar; Not in Google Scholar;;
8792;Abdul-Saboor Sheikh; Not in Google Scholar; Not in Google Scholar;;
8793;S?bastien Gerchinovitz; Not in Google Scholar; Not in Google Scholar;;
8794;Xiao Chu;5; Chinese University of Hong Kong;;
8795;Wanli Ouyang;21; University of Sydney;;
8796;hongsheng Li; Not in Google Scholar; Not in Google Scholar;;
8797;Geoffrey Irving; Not in Google Scholar; Not in Google Scholar;;
8798;Alexander A. Alemi;8; Google Inc;;
8799;Francois Chollet; Not in Google Scholar; Not in Google Scholar;;
88;Ralph M. Siegel; Not in Google Scholar; Not in Google Scholar;;
880;Eilon Vaadia;53; ;;
8800;Josef Urban;27; Czech Technical University in Prague;;
8801;Ramin Raziperchikolaei;5; UC Merced;;
8802;Chang Liu;12; University of California, Berkeley;;
8803;Ayan Sinha;6; ;;
8804;Karthik Ramani;35; Purdue University;;
8805;Xinyun Chen;4; UC Berkeley;;
8806;Eui Chul Shin; Not in Google Scholar; Not in Google Scholar;;
8807;Mingcheng Chen;2; ;;
8808;Conghui Tan;1; Chinese University of Hong Kong;;
8809;Yu-Hong Dai;34; chinese academy of sciences;;
881;Shaul Hochstein;37; Hebrew University;;
8810;Yuqiu Qian;2; University of Hong Kong;;
8811;Stephen Ragain; Not in Google Scholar; Not in Google Scholar;;
8812;Chendi Huang; Not in Google Scholar; Not in Google Scholar;;
8813;Xinwei Sun;0; Peking University;;
8814;Jiechao Xiong; Not in Google Scholar; Not in Google Scholar;;
8815;Yuan Yao;4; North Carolina State University;;
8816;Siddharth Ancha; Not in Google Scholar; Not in Google Scholar;;
8817;Bo Wang;10; Stanford University;;
8818;Junjie Zhu; Not in Google Scholar; Not in Google Scholar;;
8819;Armin Pourshafeie; Not in Google Scholar; Not in Google Scholar;;
882;Sylvie Renaud-Le Masson; Not in Google Scholar; Not in Google Scholar;;
8820;Shipra Agrawal;14; ;;
8821;Nikhil Devanur; Not in Google Scholar; Not in Google Scholar;;
8822;Kumar Avinava Dubey; Not in Google Scholar; Not in Google Scholar;;
8823;Zelda E. Mariet;3; ;;
8824;Jack Rae; Not in Google Scholar; Not in Google Scholar;;
8825;Jonathan J. Hunt;9; ;;
8826;Timothy Harley; Not in Google Scholar; Not in Google Scholar;;
8827;Weihao Gao;3; University of Illinois, Urbana-Champaign;;
8828;Shinji Ito; Not in Google Scholar; Not in Google Scholar;;
8829;Guillaume Rabusseau;1; McGill University;;
883;Gwendal Le Masson; Not in Google Scholar; Not in Google Scholar;;
8830;Tong Che; Not in Google Scholar; Not in Google Scholar;;
8831;Zhouhan Lin;8; Université de Montréal;;
8832;Shreyas Saxena; Not in Google Scholar; Not in Google Scholar;;
8833;Jakob Verbeek;39; ;;
8834;Zhao Song; Not in Google Scholar; Not in Google Scholar;;
8835;Ronald E. Parr;38; Duke University;;
8836;Chris Junchi Li; Not in Google Scholar; Not in Google Scholar;;
8837;Kejun Huang;11; University of Minnesota;;
8838;Xiao Fu;3; ;;
8839;Nikolaos D. Sidiropoulos;49; University of Minnesota;;
884;William Finnoff; Not in Google Scholar; Not in Google Scholar;;
8840;Dennis Wei; Not in Google Scholar; Not in Google Scholar;;
8841;Daniel Neil;7; ;;
8842;Devon Hjelm;6; ;;
8843;Nicolas Courty;19; Université de Bretagne Sud;;
8844;R?mi Flamary; Not in Google Scholar; Not in Google Scholar;;
8845;Matthias W. Seeger;32; Ecole Polytechnique Federale de Lausanne;;
8846;David Salinas;5; ;;
8847;Valentin Flunkert;18; Amazon;;
8848;Vignesh Ganapathiraman;0; University of Illinois at Chicago;;
8849;Junfeng Wen;2; University of Alberta;;
8850;Martin A. Zinkevich; Not in Google Scholar; Not in Google Scholar;;
8851;Gabriel Goh; Not in Google Scholar; Not in Google Scholar;;
8852;Michael P. Friedlander;24; University of British Columbia;;
8853;Daniel McNamee;7; University of Cambridge;;
8854;Edward Choi;6; Georgia Institute of Technology;;
8855;Ben Poole;11; Stanford University;;
8856;Maithreyi Raghu; Not in Google Scholar; Not in Google Scholar;;
8857;Oleg Grinchuk;6; ;;
8858;Vadim Lebedev;3; Skolkovo Institute of Science and Technology;;
8859;Aurko Roy; Not in Google Scholar; Not in Google Scholar;;
886;Hans-Georg Zimmermann; Not in Google Scholar; Not in Google Scholar;;
8860;Sebastian Pokutta; Not in Google Scholar; Not in Google Scholar;;
8861;Nicholas A. Steinmetz;11; University College London;;
8862;Shabnam N. Kadir;7; Imperial College London;;
8863;Kenneth D. Harris;40; University College London;;
8864;Scott Wisdom;6; University of Washington;;
8865;Thomas Powers;31; ;;
8866;John Hershey;27; Mitsubishi Electric Research Laboratories;;
8867;Jonathan Le Roux;28; Mitsubishi Electric Research Labs;;
8868;Les Atlas;41; University of Washington;;
8869;Francisco R. Ruiz; Not in Google Scholar; Not in Google Scholar;;
887;Mostefa Golea; Not in Google Scholar; Not in Google Scholar;;
8870;Sanghamitra Dutta; Not in Google Scholar; Not in Google Scholar;;
8871;Viveck Cadambe;25; Pennsylvania State University;;
8872;Pulkit Grover;14; Carnegie Mellon University;;
8873;Jonathan Kadmon; Not in Google Scholar; Not in Google Scholar;;
8874;Alhussein Fawzi;7; ;;
8875;Seyed-Mohsen Moosavi-Dezfooli; Not in Google Scholar; Not in Google Scholar;;
8876;Pascal Frossard;40; Ecole Polytechnique Fédérale de Lausanne;;
8877;Mikhail Yurochkin; Not in Google Scholar; Not in Google Scholar;;
8878;Mehdi Sajjadi;4; University of Utah;;
8879;Mehran Javanmardi; Not in Google Scholar; Not in Google Scholar;;
888;Mario Marchand;22; Université Laval;;
8880;Tolga Tasdizen;29; University of Utah;;
8881;Brenda Betancourt; Not in Google Scholar; Not in Google Scholar;;
8882;Giacomo Zanella; Not in Google Scholar; Not in Google Scholar;;
8883;Abbas Zaidi; Not in Google Scholar; Not in Google Scholar;;
8884;Beka Steorts; Not in Google Scholar; Not in Google Scholar;;
8885;Jinzhuo Wang;2; Peking University;;
8886;Wenmin Wang; Not in Google Scholar; Not in Google Scholar;;
8887;xiongtao Chen; Not in Google Scholar; Not in Google Scholar;;
8888;Ronggang Wang;11; ;;
8889;Wen Gao;77; Peking University;;
889;Thomas R. Hancock; Not in Google Scholar; Not in Google Scholar;;
8890;Giulia DeSalvo;5; New York University;;
8891;Siddartha Y. Ramamohan; Not in Google Scholar; Not in Google Scholar;;
8892;Dilin Wang;4; Dartmouth College;;
8893;Osbert Bastani;6; Stanford University;;
8894;Yani Ioannou;8; University of Cambridge;;
8895;Leonidas Lampropoulos;5; University of Pennsylvania;;
8896;Dimitrios Vytiniotis;20; ;;
8897;Aditya Nori;22; ;;
8898;Shuangfei Zhai;4; Apple Inc;;
8899;Yu Cheng;28; Illinois Institute of Technology;;
89;Paul Smolensky;51; Johns Hopkins University;;
890;Neil Burgess;71; University College London;;
8900;Zhongfei (Mark) Zhang;36; Binghamton University;;
8901;Mandar D. Dixit;4; University of California, San Diego;;
8902;Ji Hyun Bak;2; Korea Institute for Advanced Study;;
8903;Jung Choi;18; Georgia Institute of Technology;;
8904;Ilana Witten;13; ;;
8905;Laetitia Papaxanthos; Not in Google Scholar; Not in Google Scholar;;
8906;Felipe Llinares-Lopez; Not in Google Scholar; Not in Google Scholar;;
8907;Dean Bodenham; Not in Google Scholar; Not in Google Scholar;;
8908;Bo Xin;5; Peking University;;
8909;Yizhou Wang;10; Washington University in St. Louis;;
891;John O'Keefe; Not in Google Scholar; Not in Google Scholar;;
8910;Justin T. Khim; Not in Google Scholar; Not in Google Scholar;;
8911;Varun Jog;6; University of Wisconsin-Madison;;
8912;Lancelot F. James;22; Hong Kong University of Science and Technology;;
8913;Daniel J. Mankowitz;4; Technion Israel Institute of Technology;;
8914;Ellen Vitercik;2; Carnegie Mellon University;;
8915;Elvis DOHMATOB; Not in Google Scholar; Not in Google Scholar;;
8916;Arthur Mensch;1; INRIA;;
8917;Daniel Ritchie;8; Stanford University;;
8918;Anna Thomas;5; North Carolina State University;;
8919;Pat Hanrahan; Not in Google Scholar; Not in Google Scholar;;
892;Michael Recce; Not in Google Scholar; Not in Google Scholar;;
8920;Marthinus Christoffel du Plessis;9; University of Tokyo;;
8921;Tomoya Sakai; Not in Google Scholar; Not in Google Scholar;;
8922;Yao Ma;23; ;;
8923;Matthew Joseph;3; University of Pennsylvania;;
8924;Onur Teymur; Not in Google Scholar; Not in Google Scholar;;
8925;Kostas Zygalakis; Not in Google Scholar; Not in Google Scholar;;
8926;Matteo Turchetta;1; ETH Zurich;;
8927;Felix Berkenkamp;4; ETH Zurich;;
8928;Ozan Sener;6; Stanford University;;
8929;Silvio Savarese;48; Stanford University;;
893;Babak Hassibi; Not in Google Scholar; Not in Google Scholar;;
8930;Brian W. Dolhansky; Not in Google Scholar; Not in Google Scholar;;
8931;Seok Hyun Jin;2; Cornell University;;
8932;Yujia Shen; Not in Google Scholar; Not in Google Scholar;;
8933;Zeyuan Allen-Zhu;17; ;;
8934;Firas Abuzaid; Not in Google Scholar; Not in Google Scholar;;
8935;Feynman T. Liang; Not in Google Scholar; Not in Google Scholar;;
8936;Andrew Feng; Not in Google Scholar; Not in Google Scholar;;
8937;Lee Yang; Not in Google Scholar; Not in Google Scholar;;
8938;Matei Zaharia;35; ;;
8939;Ameet S. Talwalkar;23; ;;
894;James K. Peterson; Not in Google Scholar; Not in Google Scholar;;
8940;Arulkumar Subramaniam;2; Indian Institute of Technology Madras;;
8941;Moitreya Chatterjee;6; University of Illinois, Urbana-Champaign;;
8942;Anurag Mittal;20; IIT Madras;;
8943;Chen Huang;15; Florida State University;;
8944;Chen Change Loy;34; Chinese University of Hong Kong;;
8945;Simon S. Du;3; Carnegie Mellon University;;
8946;Subhashini Krishnasamy; Not in Google Scholar; Not in Google Scholar;;
8947;Rajat Sen;2; University of Texas at Austin;;
8948;Sanjay Shakkottai; Not in Google Scholar; Not in Google Scholar;;
8949;Ashok Cutkosky; Not in Google Scholar; Not in Google Scholar;;
895;Charles M. Higgins;21; University of Arizona;;
8950;Jose M. Alvarez;16; ;;
8951;Marc Vuffray;7; Los Alamos National Laboratory;;
8952;Sidhant Misra;9; ;;
8953;Tao Wu;15; University of Maryland @College Park;;
8954;Jan Pfeifer; Not in Google Scholar; Not in Google Scholar;;
8955;Yongbo Li;2; George Washington University;;
8956;Weisheng Dong;17; Xidian University;;
8957;Xuemei Xie; Not in Google Scholar; Not in Google Scholar;;
8958;GUANGMING Shi; Not in Google Scholar; Not in Google Scholar;;
8959;Xin Li;34; West Virginia University;;
896;Markus Lappe; Not in Google Scholar; Not in Google Scholar;;
8960;Donglai Xu; Not in Google Scholar; Not in Google Scholar;;
8961;Alex Wiltschko; Not in Google Scholar; Not in Google Scholar;;
8962;Sandeep R. Datta;22; Harvard University;;
8963;jean barbier; Not in Google Scholar; Not in Google Scholar;;
8964;Mohamad Dia;6; Ecole Polytechnique Fédérale de Lausanne;;
8965;Nicolas Macris; Not in Google Scholar; Not in Google Scholar;;
8966;Thibault Lesieur; Not in Google Scholar; Not in Google Scholar;;
8967;Qi Meng; Not in Google Scholar; Peking University;;
8968;Guolin Ke; Not in Google Scholar; Not in Google Scholar;;
8969;Taifeng Wang; Not in Google Scholar; Not in Google Scholar;;
897;Josef P. Rauschecker;61; Georgetown University;;
8970;Qiwei Ye; Not in Google Scholar; Not in Google Scholar;;
8971;Zhi-Ming Ma; Not in Google Scholar; Not in Google Scholar;;
8972;Tieyan Liu; Not in Google Scholar; Not in Google Scholar;;
8973;Erik Lindgren;9; KTH;;
8974;Sriram Srinivasan;3; University of Nebraska at Omaha;;
8975;Georg Ostrovski;6; Google;;
8976;Tom Schaul;23; ;;
8977;David Saxton;7; Google;;
8978;Yuxun Zhou;6; UC Berkeley;;
8979;Costas J. Spanos;33; University of California, Berkeley;;
898;Stephen Churcher; Not in Google Scholar; Not in Google Scholar;;
8980;Eunice Yuh-Jie Chen; Not in Google Scholar; Not in Google Scholar;;
8981;Miguel A. Bautista;8; ;;
8982;Artsiom Sanakoyeu;1; Heidelberg University;;
8983;Ekaterina Tikhoncheva; Not in Google Scholar; Not in Google Scholar;;
8984;Lane McIntosh;1; Stanford University;;
8985;Niru Maheswaranathan;4; Stanford University;;
8986;Aran Nayebi; Not in Google Scholar; Not in Google Scholar;;
8987;Stephen Baccus; Not in Google Scholar; Not in Google Scholar;;
8988;Bowei Yan; Not in Google Scholar; Not in Google Scholar;;
8989;Yunhe Wang;4; Peking University;;
899;Donald J. Baxter; Not in Google Scholar; Not in Google Scholar;;
8990;Chang Xu;13; University of Sydney;;
8991;Shan You;3; Peking University;;
8992;Chao Xu;3; University of Illinois at Urbana-Champaign;;
8993;Jonathan Ho;8; ;;
8994;Jos? L. Torrecilla; Not in Google Scholar; Not in Google Scholar;;
8995;Hakan Bilen;10; University of Edinburgh;;
8996;Aapo Hyvarinen;55; University of Helsinki;;
8997;Hiroshi Morioka; Not in Google Scholar; Not in Google Scholar;;
8998;Alexander Shekhovtsov;10; Czech Technical University in Prague;;
8999;Yan Duan;11; UC Berkeley;;
9;Ken Hsu; Not in Google Scholar; Not in Google Scholar;;
90;Alan S. Lapedes; Not in Google Scholar; Not in Google Scholar;;
900;Daphne Bavelier; Not in Google Scholar; Not in Google Scholar;;
9000;Rein Houthooft;7; ;;
9001;Nathan Wiebe;20; ;;
9002;Krysta Svore;29; ;;
9003;Tatiana Shpakova; Not in Google Scholar; Not in Google Scholar;;
9004;Yang Yuan;9; Cornell University;;
9005;Arturo Deza;2; UCSB;;
9006;Miguel Eckstein;40; University of California, Santa Barbara;;
9007;yan yang; Not in Google Scholar; Not in Google Scholar;;
9008;Huibin Li; Not in Google Scholar; Not in Google Scholar;;
9009;Zongben Xu; Not in Google Scholar; Not in Google Scholar;;
901;Rainer Goebel;85; Maastricht University;;
9010;Yi Xu;9; ;;
9011;Yan Yan;18; University of Michigan;;
9012;Yu-Xiong Wang; Not in Google Scholar; Not in Google Scholar;;
9013;Martin Paulus;83; Laureate Institute For Brain Research;;
9014;Ming Lin;74; University of North Carolina at Chapel Hill;;
